"ID","CORE_TEXT","EXT_TEXT","he wrote","Van Gogh wrote","complementary colours","The Potato Eaters","this torso of Venus","drew","standing torso of Venus","which he painted a number of times","He would use this technique more than once in his later work","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Torso of Venus","Horse","Torso of Venus 1","Male Torso","Kneeling Ecorche","Torso of Venus 2","Portrait of a Prostitute","Head of an Old Man","Head of a Woman 4","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Torso of Venus 3","Woman Sewing","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Head of a Prostitute","1885","Nuenen","painting","1887","Paris","cityscape","portrait","still life","1890","animal art","drawing","1884","heads","Antwerp","1886","nude","1881","Brussels"
"d0414-005V1962","Women Picking Olives Vincent van Gogh (1853 - 1890), May-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost F1729 JH1867 d0414-005V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-006V1962","Ravine Vincent van Gogh (1853 - 1890), May-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-006V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-007V1962","Head of a Dog Vincent van Gogh (1853 - 1890), May-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-007V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-008V1962","Landscape with a Tree Vincent van Gogh (1853 - 1890), May-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-008V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-009V1962","Landscape with a Tree Vincent van Gogh (1853 - 1890), May-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-009V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-010V1962","Hen Vincent van Gogh (1853 - 1890), May-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost F1731 JH2068 d0414-010V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-011V1962","Men in a Cafe Vincent van Gogh (1853 - 1890), May-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost F1654r JH2069 d0414-011V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-012V1962","Poultry Vincent van Gogh (1853 - 1890), May-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost F1654v JH2070 d0414-012V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-013V1962","Man Digging and note Vincent van Gogh (1853 - 1890), May-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-013V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-014V1962","Standing Male Figure (after Bargue) Vincent van Gogh (1853 - 1890), June 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-014V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-015V1962","Standing Male Figure (after Bargue) Vincent van Gogh (1853 - 1890), June 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-015V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-016V1962","Standing Male Figure (after Bargue) Vincent van Gogh (1853 - 1890), June 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-016V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-017V1962","Standing Male Figure (after Bargue) Vincent van Gogh (1853 - 1890), June 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-017V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-018V1962","Sitting Male Figure (after Bargue) Vincent van Gogh (1853 - 1890), June 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-018V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0414-019V1962","Standing Male Figure (after Bargue) Vincent van Gogh (1853 - 1890), June 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 13.4 cm x 8.5 cm","localhost NA00000 NA00000 d0414-019V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
